denoiser,problem,algorithm,schedule,rho,step,red_input_sigma,lambda,mean_final_psnr,mean_gap_psnr,fail_rate,n
wavelet,inpaint,red_gd,fixed10p0,0.8,4.0,15.0,0.2,20.946095385485982,11.570682375653842,0.0,40
wavelet,inpaint,red_gd,fixed10p0,0.8,4.0,15.0,0.5,19.10863971458263,9.733226704750491,0.0,40
wavelet,inpaint,red_gd,fixed10p0,0.8,8.0,15.0,0.02,23.178395460185264,13.802982450353124,0.0,40
wavelet,inpaint,red_gd,fixed10p0,0.8,8.0,15.0,0.05,21.82580638918381,12.45039337935167,0.0,40
wavelet,inpaint,red_gd,fixed10p0,0.8,8.0,15.0,0.1,21.23553728535418,11.860124275522042,0.0,40
wavelet,inpaint,red_gd,fixed10p0,0.8,8.0,15.0,0.2,20.253402452565616,10.877989442733481,0.0,40
wavelet,inpaint,red_gd,fixed10p0,0.8,8.0,15.0,0.5,17.20374414151795,7.828331131685815,0.0,40
wavelet,inpaint,red_gd,fixed15p0,0.8,1.0,15.0,0.02,24.215014617613445,14.83960160778131,0.0,40
wavelet,inpaint,red_gd,fixed15p0,0.8,1.0,15.0,0.05,22.77299396132255,13.397580951490411,0.0,40
wavelet,inpaint,red_gd,fixed15p0,0.8,1.0,15.0,0.1,21.790802731161556,12.41538972132942,0.0,40
wavelet,inpaint,red_gd,fixed15p0,0.8,1.0,15.0,0.2,21.277886657459575,11.902473647627438,0.0,40
wavelet,inpaint,red_gd,fixed15p0,0.8,1.0,15.0,0.5,20.157783404160156,10.782370394328018,0.0,40
wavelet,inpaint,red_gd,fixed15p0,0.8,2.0,15.0,0.02,23.355519498572598,13.98010648874046,0.0,40
wavelet,inpaint,red_gd,fixed15p0,0.8,2.0,15.0,0.05,21.945508594574353,12.570095584742212,0.0,40
wavelet,inpaint,red_gd,fixed15p0,0.8,2.0,15.0,0.1,21.39947063304796,12.024057623215825,0.0,40
wavelet,inpaint,red_gd,fixed15p0,0.8,2.0,15.0,0.2,20.527784061002507,11.15237105117037,0.0,40
wavelet,inpaint,red_gd,fixed15p0,0.8,2.0,15.0,0.5,19.484989856167367,10.109576846335226,0.0,40
wavelet,inpaint,red_gd,fixed15p0,0.8,4.0,15.0,0.02,22.477441423768756,13.102028413936617,0.0,40
